loan_amnt,term_mths,int_rate,installment,grade,empl_yrs,annual_inc,verification_status,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,loan_status
8500,36,9.17,270.98,1,10,93000,0,8.61,10,0,2346,8.8,27,4,0,1
9000,36,11.44,296.53,1,10,35000,0,30.56,15,0,18903,30.5,34,1,0,1
8725,36,17.77,314.43,0,10,25000,0,23.95,7,0,8396,84.8,9,0,0,1
4000,36,12.49,133.8,1,0.5,40000,0,26.64,24,0,11762,47.6,35,0,0,1
6000,36,7.9,187.75,1,2,55000,0,13.91,12,0,9322,41.4,20,1,0,1
10775,60,21.99,297.54,0,10,50000,0,27.96,15,0,10752,65.2,31,6,0,1
2625,36,16.29,92.67,1,0.5,36000,0,6.4,5,0,8414,91.5,14,0,0,1
18000,36,20.8,676.31,0,1,40000,0,21.57,14,0,4297,47.2,27,0,0,1
8000,36,15.8,280.47,1,10,40000,0,14.37,9,0,5101,50,15,2,0,1
15000,36,7.9,469.36,1,10,100000,0,8.23,9,0,15146,40.1,35,2,0,1
4500,36,17.76,162.15,0,7,34465.6,0,13.44,10,0,6759,54.1,36,0,0,1
8250,36,15.61,288.46,0,2,90000,0,15.97,18,0,27934,53.6,33,0,0,1
12000,60,19.19,312.55,0,10,64000,0,19.8,12,0,5205,60.5,70,3,0,1
11500,36,12.12,382.63,1,10,35000,0,17.45,8,0,7887,51.2,20,0,0,1
4000,36,13.11,134.99,1,10,62000,0,9.5,10,0,28099,79.4,30,9,0,1
5000,36,13.35,169.32,1,10,40000,0,9.87,12,0,7183,39,39,4,0,1
15000,36,20.49,561.21,0,7,48000,0,10.6,9,0,10542,91.7,14,0,0,1
9250,36,12.12,307.77,1,10,28000,0,16.93,14,0,11249,49.1,31,0,0,1
6000,36,12.35,200.3,1,10,197000,0,16.76,14,0,54296,61.2,23,1,0,1
12000,60,13.99,279.16,1,9,40000,0,28.95,10,0,12954,72.4,27,1,0,1
18400,60,14.31,431.1,1,5,68000,0,20.86,16,0,87424,54.2,35,3,0,1
12000,36,9.76,385.86,1,3,50000,0,17.34,8,0,9947,79.6,9,1,0,1
15000,60,17.86,379.76,0,5,44500,0,22.06,7,0,2301,12.5,11,2,0,1
4000,36,14.65,137.98,1,3,64000,0,23.27,19,0,10988,25.4,33,1,0,1
12000,36,9.67,385.35,1,6,60000,0,17.06,15,1,15341,68.2,30,0,1,1
15000,36,11.99,498.15,1,10,70000,0,11.33,10,0,10926,37.3,20,6,0,1
12000,60,10.75,259.42,1,2,100000,0,17.43,6,0,20121,99.1,13,2,0,1
25000,60,13.67,577.44,1,4,85000,0,12.19,9,0,3491,20.9,19,1,0,1
24000,60,11.99,533.75,1,2,55000,0,15.95,6,1,0,0,12,0,1,1
11500,36,12.35,383.89,1,4,70000,0,10.47,22,0,6576,70,36,1,0,1
12800,36,11.99,425.09,1,9,48080,0,21.21,19,0,4217,7.5,29,0,0,1
18600,36,11.44,612.83,1,9,63000,0,19.58,19,0,13574,82.8,34,6,0,1
2500,36,16.24,88.19,1,10,20000,0,27.85,7,0,2944,71.8,17,0,0,1
10500,36,13.35,355.56,1,3,35616,0,14.42,14,0,7571,33,33,1,0,1
35000,60,17.86,886.11,0,1,180000,0,20.04,16,0,68976,89,39,1,0,1
10400,36,18.75,379.91,0,8,124000,0,9.01,8,0,11862,87.2,21,6,0,1
14400,60,19.52,377.68,0,5,85000,0,26.56,23,0,10660,54.9,58,0,0,1
4000,36,20.49,149.66,0,7,76000,0,15.82,15,0,1897,24.6,26,0,0,1
9100,36,23.99,356.98,0,1,26000,0,33.98,28,0,11580,68.1,58,2,0,1
10000,36,17.56,359.33,0,10,50000,0,16.97,7,1,9379,59,13,0,1,1
15000,36,9.17,478.19,1,4,66000,0,27.55,17,0,24298,54.5,38,3,0,1
17000,36,14.31,583.59,1,1,50000,0,24.18,7,0,21845,56.4,14,0,0,1
3000,36,11.99,99.63,1,1,52000,0,16.94,9,0,5084,47.1,27,0,0,1
6250,36,18.75,228.32,0,1,60000,0,20.04,5,0,10621,95.7,22,4,0,1
25000,60,16.59,615.82,0,7,78000,0,26.89,10,0,18341,70,24,3,0,1
6000,36,14.99,207.97,1,8,78000,0,16.72,9,0,6490,77.3,17,2,0,1
7925,36,16.24,279.56,1,7,45000,0,16.19,9,0,11944,49.2,10,1,0,1
17625,36,11.14,578.19,1,4,45000,0,26.11,13,0,8385,33.9,17,0,0,1
7125,36,12.49,238.33,1,10,37000,0,20.89,13,0,11518,38,28,4,0,1
11725,36,13.98,400.62,1,0.5,70000,0,14.92,25,0,14814,42.9,49,3,0,1
18000,36,12.85,605.2,1,10,75000,0,7.7,12,0,11123,66,17,0,0,1
7500,36,10.16,242.57,1,0.5,100000,0,21.54,10,0,39857,77.7,28,3,0,1
8500,36,16.55,301.15,0,10,55600,0,36.52,15,0,22907,70.5,38,4,0,1
10000,36,15.88,350.98,1,10,73800,0,23.56,12,0,23511,86.1,21,0,0,1
6075,36,21.98,231.95,0,0.5,22000,0,13.8,8,0,6509,48.6,18,4,0,1
3500,36,13.33,118.49,1,3,56000,0,33.15,9,0,3680,50.4,18,0,0,1
20000,60,13.99,465.27,1,0.5,60000,0,3.37,7,0,3124,37.6,24,0,0,1
6000,36,15.31,208.91,1,5,52000,0,18.69,11,0,4180,50.4,32,1,0,1
5575,36,22.2,213.49,0,3,175000,0,16.44,11,0,13915,71,19,0,0,1
4500,36,14.99,155.98,1,4,34000,0,28.77,18,1,12506,45,51,0,0,1
7000,36,11.53,230.94,1,6,41000,0,4.86,7,0,6899,76,14,1,0,1
10000,36,6.49,306.45,1,2,38724,0,21.54,10,0,9766,32.6,17,0,0,1
3500,36,10.16,113.2,1,0.5,54800,0,17.56,11,0,3023,24.8,36,0,0,1
9000,36,16.29,317.71,1,5,41000,0,12.23,13,0,9700,85.1,19,1,0,1
6600,36,11.53,217.74,1,8,55000,0,18.46,9,0,6756,35.9,20,0,0,1
5400,36,15.22,187.78,1,2,29000,0,14.52,4,0,5234,93.5,9,0,0,1
4000,36,12.69,134.18,1,1,30000,0,2.72,5,0,2205,40.8,7,1,0,1
14400,36,13.11,485.96,1,10,50000,0,26.09,9,0,7333,83.3,24,1,0,1
14050,60,19.24,366.33,0,6,43680,0,29.95,17,0,14662,20.9,28,1,0,1
19200,60,12.29,429.92,1,0.5,45000,0,16.88,8,0,13074,47.5,32,4,0,1
3150,36,19.2,115.79,0,10,31500,0,23.85,16,0,9759,75.1,33,0,0,1
18000,36,7.9,563.23,1,2,70000,0,9.65,17,0,12061,34.1,35,3,0,1
12850,36,16.49,454.89,0,10,67000,0,18.34,12,0,64821,63,25,4,0,1
9450,36,18.49,343.97,0,4,55000,0,10.25,8,0,9662,66.3,10,0,0,1
12000,36,6.62,368.45,1,6,88000,0,8.41,12,0,4406,25.3,16,0,0,1
11625,36,12.39,388.29,1,3,50000,0,25.92,7,0,3618,50.2,15,2,0,1
6000,36,7.26,185.98,1,8,80000,0,5.42,8,1,37452,40.9,19,0,1,1
17100,60,20.99,462.52,0,10,53000,0,20.95,16,0,27536,58.1,30,8,0,1
11000,36,16.29,388.31,1,10,33000,0,18.87,5,1,10334,76.5,15,1,1,1
10800,36,18.99,395.84,0,8,65000,0,20.25,10,1,10225,50,17,2,1,1
3550,36,14.99,123.05,1,10,56000,0,4.39,3,2,2038,40,17,2,2,1
4700,36,18.25,170.51,0,5,50000,0,15.46,4,0,2508,66,8,0,0,1
10000,36,6.68,307.31,1,10,80000,0,12.12,11,0,32682,75.5,22,5,0,1
11200,36,16.29,395.37,0,6,108000,0,33.35,16,0,25635,98.6,29,0,0,1
21600,36,6.03,657.41,1,10,191000,0,21.89,13,0,70136,64.5,37,4,0,1
5000,36,12.12,166.36,1,4,46000,0,18.91,10,0,13864,50.8,15,0,0,1
12000,36,12.69,402.54,1,10,38000,0,25.02,9,0,7686,73.9,24,0,0,1
7000,36,13.11,236.23,1,5,70000,0,22.36,7,0,28985,68.8,21,1,0,1
4000,36,14.99,138.65,1,10,32000,0,17.8,9,6,3617,43.1,12,0,1,1
6500,36,13.67,221.12,1,6,26500,0,14.58,8,0,3894,64.9,16,0,0,1
6250,36,18.55,227.69,0,9,41000,0,15.19,5,0,6507,73.1,13,0,0,1
14075,60,13.33,322.64,1,10,32000,0,11.25,6,0,16227,78.8,15,1,0,1
6800,36,8.9,215.93,1,10,42000,0,16.86,8,0,11575,55.6,27,2,0,1
9000,36,11.99,298.89,1,1,75000,0,38.82,25,0,32790,79.2,39,0,0,1
4500,36,13.98,153.76,1,4,29000,0,20.81,10,0,6267,39.9,15,0,0,1
10000,36,14.99,346.61,1,10,42000,0,15.11,5,0,2760,27.6,20,0,0,1
3000,36,12.29,100.06,1,0.5,49500,0,15.18,10,1,11873,90,17,0,1,1
12000,60,9.99,254.91,1,9,48000,0,27.69,11,0,6524,15.5,25,0,0,1
4000,36,15.61,139.86,1,2,38000,0,13.2,7,0,1624,65,9,0,0,1
14500,60,16.99,360.29,0,10,33000,0,17.78,6,0,20728,69.1,14,0,0,1
14000,60,13.18,319.84,1,0.5,40000,0,19.47,8,0,1081,20.4,18,0,0,1
8000,36,12.99,269.52,1,0.5,35000,0,15.26,6,0,6800,46.9,15,0,0,1
9600,36,18.49,349.43,0,4,39686,0,17.78,21,0,8371,41,30,0,0,1
8000,36,11.99,265.68,1,9,45000,0,21.55,6,0,9976,89.9,12,1,0,1
10000,36,19.05,366.82,0,10,75000,0,21.58,15,0,16911,85.8,20,4,0,1
12000,60,18.54,308.26,0,2,40000,0,22.35,7,0,8150,67.9,15,2,0,1
10000,36,10.15,323.38,1,10,90000,0,7.71,9,0,7439,32.5,31,2,0,1
5000,36,12.49,167.25,1,0.5,130000,0,4.49,5,0,23467,92,16,4,0,1
15000,60,15.31,359.3,1,4,110000,0,8.52,5,0,36995,89.6,10,4,0,1
10800,60,23.43,307.14,0,10,35376,0,12.75,11,1,11883,48.7,43,4,1,1
6575,36,12.12,218.77,1,6,52000,0,16.46,8,0,11721,61,33,8,0,1
6000,36,11.44,197.69,1,10,98000,0,2.66,12,1,9783,37.2,33,3,1,1
15100,36,18.54,550.01,0,5,75000,0,14.74,14,4,4159,34.1,18,1,3,1
4000,36,8.18,125.68,1,5,74000,0,21.98,16,0,29734,60.8,39,4,0,1
12000,36,11.14,393.67,1,7,43000,0,8.65,6,0,12789,76.6,13,1,0,1
6000,36,17.77,216.23,0,10,68000,0,25.2,7,0,6983,63.5,20,2,0,1
17725,60,18.54,455.33,0,10,45000,0,31.91,12,0,19362,64.5,32,2,0,1
23000,36,13.98,785.87,1,8,260000,0,16.23,20,0,15626,57.7,31,0,0,1
8000,36,16.29,282.41,1,3,25000,0,19.54,9,1,10477,89.5,13,0,1,1
4025,36,15.8,141.11,1,0.5,30000,0,16.04,10,0,11207,91.1,20,0,0,1
22600,60,19.47,592.12,0,10,53837,0,24.12,11,0,35309,73.4,24,5,0,1
10000,36,14.09,342.22,1,7,43000,0,22.88,13,0,9926,64,21,0,0,1
7200,36,13.67,244.93,1,6,45000,0,37.36,17,0,11985,29.6,28,0,0,1
9450,36,16.59,335,0,6,25000,0,11.09,6,0,7295,65.1,10,0,0,1
8675,36,16.49,307.1,0,2,52000,0,22.13,17,0,12696,42.2,27,5,0,1
15000,36,14.99,519.91,1,10,62525,0,37.49,13,0,13702,80.6,30,4,0,1
4950,36,14.33,169.98,1,3,35000,0,9.29,9,0,6241,49.1,9,0,0,1
3000,36,12.69,100.64,1,10,46000,0,25.49,15,0,10100,48.3,23,0,0,1
8000,36,9.17,255.04,1,3,62000,0,28.18,14,0,4616,21.4,33,0,0,1
20000,60,14.65,472.14,1,3,82000,0,31.63,18,0,37231,58.7,21,2,0,1
8875,36,18.49,323.04,0,2,27000,0,22.31,10,0,7126,60.4,12,0,0,1
14400,36,9.17,459.06,1,3,80000,0,21.42,39,0,22054,25.1,61,3,0,1
12000,36,12.12,399.26,1,3,40000,0,18.27,13,0,8427,50.5,19,0,0,1
20000,36,9.75,643,1,3,80000,0,14.55,10,0,16504,53.6,24,1,0,1
9325,36,15.61,326.05,0,3,79000,0,8.78,13,0,4211,84.2,27,0,0,1
15000,36,14.65,517.42,1,10,120000,0,36.86,11,0,8534,85.3,29,2,0,1
2100,36,13.33,71.1,1,0.5,75000,0,11.57,10,0,15211,81.8,15,0,0,1
3000,36,13.35,101.59,1,1,27000,0,20.9,7,0,4260,52.6,11,0,0,1
10000,36,19.05,366.82,0,4,56000,0,9.24,13,0,8440,42,20,0,0,1
35000,60,14.65,826.24,1,3,125000,0,16.68,27,0,29477,56.3,48,7,0,1
21000,60,12.05,467.67,1,6,140000,0,18.61,18,0,15785,42.3,30,4,0,1
16000,36,10.99,523.75,1,7,42000,0,29.69,19,0,16739,76.4,31,0,0,1
12000,36,14.33,412.06,1,10,52000,0,20.26,12,0,15966,94.5,29,3,0,1
6000,36,19.53,221.55,0,3,31200,0,15,4,0,1232,61.6,4,0,0,1
10000,60,18.24,255.25,0,8,65000,0,11.82,12,1,2979,36.3,18,1,1,1
3000,36,12.12,99.82,1,5,80000,0,18.14,14,0,20679,81.4,28,0,0,1
12000,36,10.16,388.11,1,0.5,50000,0,29.14,16,0,15138,27.1,26,0,0,1
7000,36,12.39,233.81,1,10,70000,0,15.34,9,0,6450,47.4,28,0,0,1
16675,60,18.84,431.1,0,3,39780,0,31.8,14,0,11993,74.5,26,1,0,1
9600,36,18.99,351.85,0,5,29000,0,23.68,17,0,10278,42,21,0,0,1
4175,36,13.33,141.34,1,4,24000,0,26.3,23,0,16450,85.2,43,0,0,1
7475,36,16.55,264.84,0,2,22000,0,20.92,14,0,13608,20.9,15,0,0,1
15000,60,17.86,379.76,0,4,34899,0,25.34,22,0,15980,55.7,40,1,0,1
9650,36,15.61,337.42,0,3,60000,0,19.36,7,0,1645,59,17,0,0,1
21000,60,9.8,444.13,1,7,125000,0,6.2,16,0,4994,3.2,21,0,0,1
15000,36,9.17,478.19,1,0.5,80000,0,9.69,5,0,11995,81.6,15,0,0,1
16750,60,26.77,509.17,0,10,90000,0,20.75,12,0,6623,35.1,36,4,0,1
10000,36,15.31,348.18,1,8,40000,0,22.11,22,0,12299,31.4,28,0,0,1
12000,36,14.49,413,1,10,125000,0,22.42,15,1,7339,32.8,33,1,1,1
5000,36,13.35,169.32,1,10,65000,0,24.32,30,0,59830,43.6,52,3,0,1
12000,36,9.17,382.55,1,1,30000,0,12.4,13,0,8016,25.2,34,0,0,1
10000,36,13.99,341.73,1,10,50000,0,15.41,6,0,12617,67.8,13,3,0,1
8650,36,8.39,272.62,1,0.5,42240,0,28.58,17,0,19340,40,40,0,0,1
15000,60,17.86,379.76,0,8,77000,0,11.36,6,0,13220,73.4,17,2,0,1
12175,36,10.64,396.53,1,0.5,35500,0,23,15,0,11433,48.2,37,0,0,1
9175,36,15.61,320.81,0,2,75000,0,11.5,9,2,3175,40.7,16,2,2,1
20000,60,15.31,479.06,1,8,60000,0,22.3,11,0,20354,67.8,27,3,0,1
15000,36,10.99,491.01,1,4,33600,0,20.54,9,0,9441,63.8,12,0,0,1
4200,36,17.86,151.55,0,4,20000,0,25.81,5,0,2557,18.8,5,0,0,1
1000,36,20.99,37.67,0,1,27000,0,25.56,14,0,10298,85.4,32,3,0,1
4100,36,12.49,137.15,1,10,37777,0,23.86,18,0,15280,50.6,28,0,0,1
1800,36,11.67,59.51,1,9,54000,0,19.18,8,0,9266,42.7,15,0,0,1
9600,36,12.99,323.42,1,2,37000,0,21.63,20,1,5879,41,44,0,1,1
4000,36,19.2,147.03,0,0.5,15840,0,7.5,8,0,3503,35.7,10,0,0,1
9650,36,15.61,337.42,0,10,64000,0,28.43,13,0,9016,78.4,23,1,0,1
4000,36,13.99,136.7,1,3,70000,0,17.4,13,0,8852,61.9,15,0,0,1
1000,36,7.9,31.3,1,9,40000,0,10.85,6,0,18200,74.9,17,2,0,1
4000,36,23.7,156.31,0,0.5,40000,0,11.69,9,0,10493,71.4,34,3,0,1
6950,36,12.99,234.14,1,1,48000,0,17.05,17,0,13984,85.3,34,0,0,1
10500,36,10.99,343.71,1,10,69600,0,25.48,14,0,38672,75.5,30,3,0,1
3500,36,12.35,116.84,1,10,17000,0,19.68,7,0,3345,31.3,21,0,0,1
10000,60,16.55,246.12,0,1,37804,0,30.48,15,1,18197,60.7,24,3,0,1
8400,36,14.99,291.15,1,1,32000,0,17.89,10,0,9499,49.2,14,0,0,1
4250,36,14.64,146.58,1,2,30000,0,4.12,17,0,1865,21.2,29,0,0,1
15350,36,18.49,558.72,0,10,72000,0,15.4,17,1,12963,53.8,30,0,1,1
15000,36,14.49,516.25,1,0.5,62510,0,11.42,9,0,23212,81.4,12,0,0,1
10000,36,12.49,334.49,1,6,60000,0,5.82,5,0,3892,73.4,15,0,0,1
3225,36,17.57,115.9,0,10,26500,0,24.82,4,0,3315,54.3,12,0,0,1
20000,36,10.74,652.32,1,4,63000,0,10.93,12,1,6020,33.3,36,7,1,1
10000,36,16.99,356.48,0,5,58000,0,19.97,8,0,10999,53.9,13,1,0,1
12000,36,11.44,395.37,1,5,50000,0,23.96,13,0,14846,60.1,27,0,0,1
15825,60,18.99,410.43,0,9,36000,0,19.37,9,0,19989,65.5,15,0,0,1
20000,36,10.99,654.68,1,6,90000,0,19.29,22,0,26432,48.9,32,1,0,1
12000,36,10.16,388.11,1,10,55000,0,11.28,10,0,17269,72.1,17,3,0,1
17750,60,16.99,441.04,0,10,86000,0,24.52,13,0,12458,56.6,28,1,0,1
12000,36,7.89,375.43,1,3,66000,0,11.04,8,0,21054,63,39,5,0,1
9000,36,14.33,309.05,1,1,32000,0,8.34,4,0,6704,88.2,6,0,0,1
9600,36,17.27,343.56,1,1,36067,0,26.35,11,0,14936,65.2,16,0,0,1
14700,60,24.5,427.17,0,10,43500,0,30.7,13,0,31341,75.2,19,2,0,1
12000,36,14.33,412.06,1,1,65000,0,29.04,22,0,24108,59.3,46,0,0,1
6000,36,15.88,210.59,1,6,40000,0,6.72,3,0,9682,92.2,5,0,0,1
7000,36,11.67,231.4,1,10,40675.44,0,27.8,16,0,4807,26.1,26,4,0,1
17050,36,12.99,574.4,1,9,38688,0,29.81,5,0,20600,77.2,19,0,0,1
10500,36,13.33,355.46,1,9,57996,0,26.5,10,0,9197,62.1,19,0,0,1
8000,36,19.05,293.46,0,10,90000,0,9.6,10,0,10406,72.9,23,1,0,1
12000,36,11.14,393.67,1,0.5,95000,0,11.07,12,0,20148,62.4,38,1,0,1
8000,36,15.22,278.19,1,4,58000,0,19.43,9,0,7752,59.2,17,0,0,1
12000,36,12.12,399.26,1,10,55000,0,7.75,11,0,13879,31.3,19,0,0,1
7000,36,9.17,223.16,1,3,45000,0,20.82,13,0,5221,23.9,22,0,0,1
7200,36,12.29,240.15,1,4,35000,0,23.15,14,0,7312,62,26,1,0,1
8000,36,17.77,288.3,0,10,75000,0,5.05,8,0,7164,28.8,16,0,0,1
2100,36,24.5,82.95,0,0.5,38500,0,20.79,12,0,2041,40.3,38,0,0,1
10750,36,20.31,401.21,0,7,63000,0,15.89,11,0,1446,38.1,19,1,0,1
16000,36,8.18,502.72,1,2,80000,0,14.81,13,0,19570,54.8,16,3,0,1
10000,36,12.12,332.72,1,1,30000,0,13.12,9,0,9787,62.7,11,0,0,1
14400,60,17.86,364.57,0,2,115000,0,11,11,0,798,34.7,35,0,0,1
15000,36,14.47,516.1,1,10,60000,0,16.46,13,0,20128,72.1,26,0,0,1
21000,60,13.99,488.53,1,1,60000,0,18.25,10,0,7310,27,22,0,0,1
8400,36,11.44,276.76,1,4,70000,0,10.05,6,0,5184,38.4,16,0,0,1
11500,36,15.8,403.18,1,5,40000,0,19.45,7,0,5356,38.8,62,1,0,1
12175,36,15.22,423.37,1,10,80000,0,2.9,7,0,6214,55.4,23,4,0,1
24000,60,17.86,607.62,0,4,80000,0,27.86,28,0,13149,37.1,60,2,0,1
5000,36,6.24,152.66,1,4,51000,0,12.8,8,0,5252,39.5,10,0,0,1
5000,36,18.24,181.37,0,10,59000,0,23.15,11,0,33345,92.1,19,3,0,1
5550,36,17.56,199.43,0,0.5,31000,0,20.94,12,0,8437,59.4,19,1,0,1
7500,36,14.65,258.71,1,10,114664,0,23.38,20,0,15359,71.1,45,3,0,1
16000,36,12.69,536.72,1,0.5,50000,0,18.51,9,0,7740,76.6,17,1,0,1
2350,36,20.2,87.58,0,0.5,27000,0,27.96,9,0,9917,66.1,19,0,0,1
17000,36,11.99,564.57,1,6,64000,0,19.08,9,0,18059,44.5,21,0,0,1
5600,36,11.53,184.75,1,6,42200,0,25.03,11,2,7412,54.9,17,1,0,1
11700,36,16.29,413.02,1,3,35000,0,12.62,6,0,4427,38.2,14,0,0,1
11000,36,16.29,388.31,1,2,40000,0,22.71,4,0,8337,85.9,17,0,0,1
5000,36,22.45,192.12,0,8,28000,0,25.38,7,0,3851,91.7,21,0,0,1
10750,36,16.49,380.55,0,3,30000,0,12.68,7,0,12795,68,19,0,0,1
3800,36,8.9,120.67,1,10,27000,0,11.91,13,1,3313,18,21,0,1,1
8000,36,15.88,280.79,1,3,65000,0,19.38,16,0,14530,59.5,23,2,0,1
14000,60,18.99,363.1,0,10,32000,0,30.98,8,0,3859,38.2,13,0,0,1
14250,36,13.99,486.97,1,2,35000,0,23.42,8,0,3585,40.3,18,4,0,1
3000,36,14.33,103.02,1,5,49210,0,25.82,9,0,3547,78.8,26,1,0,1
10375,36,14.33,356.26,1,5,30000,0,13.88,6,0,9951,55,25,0,0,1
14000,36,14.16,479.58,1,4,44000,0,8.87,7,0,11035,50.2,14,0,0,1
12025,36,12.12,400.1,1,3,45000,0,21.47,18,0,27564,67.6,32,1,0,1
2500,36,12.99,84.23,1,8,100000,0,21.73,17,0,3229,9.6,58,2,0,1
15000,36,12.29,500.3,1,10,52000,0,21.09,12,0,4522,37.7,23,1,0,1
14000,60,15.61,337.56,1,10,68000,0,16.54,11,0,17450,46.3,32,4,0,1
14000,60,18.99,363.1,0,5,65000,0,36.46,20,0,22234,58.4,36,0,0,1
4825,60,24.99,141.6,0,10,14400,0,21.67,18,0,6005,12.8,36,0,0,1
6625,36,23.4,257.84,0,2,90000,0,9.63,8,1,3627,41.7,17,0,1,1
7000,36,13.66,238.09,1,8,158000,0,17.95,14,0,26677,90.7,30,1,0,1
18325,60,18.84,473.75,0,10,43700,0,32.22,11,0,21591,71.3,19,0,0,1
2000,36,22.9,77.32,0,0.5,50000,0,9.53,6,0,1918,40,15,0,0,1
8000,36,15.8,280.47,1,10,35000,0,15.6,12,0,12761,64.4,26,3,0,1
10000,36,10.16,323.43,1,8,49000,0,5.9,6,0,9074,84.8,12,1,0,1
10000,36,8.39,315.17,1,5,30000,0,14.96,8,0,9721,18.3,51,4,0,1
9450,36,14.33,324.5,1,10,35000,0,27.74,9,0,9712,83.7,15,1,0,1
3500,36,9.99,112.92,1,0.5,35000,0,13.68,8,1,8964,47.2,13,0,0,1
11200,60,13.66,258.64,1,10,82000,0,21.07,14,0,26564,91.3,42,7,0,1
17600,36,18.75,642.93,0,5,56000,0,11.76,15,0,14932,44.4,37,1,0,1
6000,36,12.99,202.14,1,1,54000,0,12.09,9,0,7108,45.9,24,0,0,1
15000,60,17.57,377.41,0,5,48000,0,22.98,28,0,26018,45.6,64,5,0,1
3000,36,17.14,107.17,0,10,30000,0,35.53,8,0,6206,79.6,12,1,0,1
22000,60,9.99,467.33,1,10,68000,0,21.21,14,0,10629,24.2,40,6,0,1
1500,36,18.25,54.42,0,9,95000,0,14.44,14,1,9844,65.6,23,0,1,1
20000,36,10.99,654.68,1,10,96000,0,22.95,13,0,10181,74.3,31,5,0,1
12000,36,18.25,435.34,0,10,63000,0,23.77,15,0,33278,84.7,38,1,0,1
28975,60,25.89,865.64,0,0.5,65000,0,12.43,8,0,18850,78.5,20,1,0,1
10000,36,7.9,312.91,1,10,30000,0,28.84,8,0,10062,33.4,23,3,0,1
4000,36,15.8,140.24,1,4,103000,0,11.28,7,0,7796,82.9,23,4,0,1
5000,36,16.29,176.51,1,5,45000,0,17.32,10,0,2099,51.2,14,0,0,1
8000,36,18.55,291.44,0,6,25000,0,23.95,5,0,5583,82.1,12,0,0,1
7000,36,16.55,248.01,0,1,36000,0,17.8,6,0,3259,53.4,8,0,0,1
5000,36,13.98,170.84,1,7,50000,0,31.11,10,0,17343,68.3,22,6,0,1
19400,36,11.14,636.42,1,5,55000,0,17.02,6,0,28201,67.4,27,1,0,1
14000,36,7.9,438.07,1,10,54000,0,19.47,13,0,9335,33.9,33,2,0,1
14500,36,10.75,473,1,10,40000,0,24.45,18,0,13070,37.4,29,1,0,1
5075,36,24.5,200.45,0,0.5,17000,0,11.37,5,0,3485,7.2,5,0,0,1
19350,60,18.99,501.85,0,5,43000,0,15.69,14,0,10150,36.5,29,2,0,1
12500,36,10.99,409.18,1,10,60000,0,23.94,6,0,34516,79.9,18,2,0,1
13150,36,17.57,472.58,0,5,33000,0,18.55,7,0,10372,75.7,16,0,0,1
18825,36,18.49,685.21,0,3,42000,0,28.43,9,0,12245,75.3,13,0,0,1
1600,36,13.98,54.67,1,1,64600,0,5.99,4,0,2764,42.5,5,0,0,1
7200,36,20.2,268.32,0,6,40170,0,14.61,9,0,10203,76.1,31,0,0,1
18000,60,16.29,440.51,0,10,65000,0,15.14,7,0,33090,78.2,15,4,0,1
18000,60,16.99,447.25,0,6,65000,0,38.79,22,0,31798,66.9,41,1,0,1
18000,36,16.29,635.41,0,9,50000,0,23.21,6,0,14310,71.2,21,0,0,1
15000,36,8.9,476.3,1,8,45000,0,28.8,12,0,9230,33.2,27,0,0,1
15000,36,12.35,500.73,1,7,38000,0,8.17,7,0,5813,30.9,11,0,0,1
14800,36,13.33,501.03,1,10,50000,0,17.86,13,1,2867,23.1,47,4,1,1
21000,60,13.99,488.53,1,9,77000,0,27.2,25,0,34457,36.3,46,1,0,1
5500,36,10.15,177.86,1,3,48000,0,26.1,22,0,3490,33.6,34,0,0,1
8000,36,13.35,270.91,1,2,35000,0,14.99,7,0,5485,50.3,9,2,0,1
18000,36,10.99,589.22,1,1,40000,0,14.49,10,0,10327,53.8,22,0,0,1
2500,36,9.17,79.7,1,0.5,39082,0,30.65,15,0,18255,48.9,27,0,0,1
22875,60,19.47,599.33,0,3,60000,0,20.36,8,1,4897,55.6,23,0,0,1
3000,36,13.18,101.35,1,10,58000,0,30.15,19,0,46209,54.4,40,2,0,1
8400,36,13.67,285.75,1,10,43000,0,16.49,7,0,3524,62.9,15,0,0,1
14400,36,13.33,487.49,1,8,62000,0,13.3,8,0,20249,66,29,3,0,1
5600,36,13.35,189.64,1,2,26000,0,28.44,13,1,5900,33.3,40,1,1,1
4950,36,15.31,172.35,1,5,17000,0,26.79,9,0,13908,51.3,10,0,0,1
5000,36,13.66,170.07,1,7,48000,0,11.69,9,0,3320,52.7,23,5,0,1
8800,36,14.16,301.45,1,1,40000,0,29.94,12,0,7974,42.6,24,1,0,1
10125,36,12.39,338.19,1,6,60000,0,19.48,15,0,19670,52.7,43,7,0,1
10000,36,12.99,336.9,1,8,72000,0,25.47,20,1,12169,26.6,32,1,0,1
8000,36,12.12,266.18,1,10,60000,0,17.4,12,1,5031,42.3,17,1,1,1
29100,36,18.25,1055.69,0,9,80000,0,23.88,20,0,7130,35.1,37,3,0,1
8000,36,12.99,269.52,1,0.5,46000,0,15.65,7,0,5391,46.5,10,0,0,1
20400,60,21.99,563.31,0,7,69000,0,30.56,14,0,17281,69.4,34,0,0,1
10000,36,15.22,347.74,1,7,45000,0,10.67,13,0,16657,75.4,18,0,0,1
23925,60,18.99,620.5,0,10,63000,0,8.44,30,1,6660,13.8,68,1,1,1
